RecordTypeId,mbfc__Person__c,mbfc__Completion_Date__c,mbfc__Start_Date__c,mbfc__Context__c,mbfc__Category__c,mbfc__Affiliation__c,Archdpdx_Migration_Id__c
012Dx0000003p5AIAQ,003Dx00000nKjFgIAK,2009-11-02,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjfgiak20091102readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjFgIAK,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjfgiak20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjFgIAK,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjfgiak20101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjUMIA0,,2022-06-24,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjumia020220624faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjUNIA0,,2018-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjunia020180701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjUQIA0,,2006-06-10,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjuqia020060610faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjUaIAK,,2007-11-03,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjuaiak20071103faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjUaIAK,2004-03-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjuaiak20040320readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUaIAK,2004-12-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjuaiak20041218acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUaIAK,2006-12-09,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjuaiak20061209candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjUcIAK,,2011-06-04,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjuciak20110604faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjUgIAK,,2012-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjugiak20120801faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjUtIAK,,2023-12-13,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjutiak20231213faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjUxIAK,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjuxiak20111029faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjUxIAK,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjuxiak20091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUxIAK,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjuxiak20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUxIAK,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjuxiak20101106candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUyIAK,2010-03-31,,001Dx00001HwFFvIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjuyiak20100331incardinated
012Dx0000003p5DIAQ,003Dx00000nKjUzIAK,,2003-02-17,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjuziak20030217faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjUzIAK,1992-08-18,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjuziak19920818readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjUzIAK,1993-09-16,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjuziak19930916acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjVAIA0,2019-02-18,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjvaia020190218faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjVDIA0,,2006-02-28,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjvdia020060228faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjVGIA0,2007-10-01,,001Dx00001HwFG0IAN,Ecclesial Affiliations,Incardinated,003dx00000nkjvgia020071001incardinated
012Dx0000003p5DIAQ,003Dx00000nKjVGIA0,,1998-01-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjvgia019980105faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjVGIA0,1994-12-02,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjvgia019941202readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjVGIA0,1995-11-22,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjvgia019951122acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjVMIA0,,2021-03-25,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjvmia020210325faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjVPIA0,,2022-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjvpia020220701faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjVPIA0,1991-11-01,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjvpia019911101readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjVPIA0,1993-04-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjvpia019930423acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjVQIA0,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjvqia020120609faculties
012Dx0000003p5AIAQ,003Dx00000nKjVgIAK,2012-11-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjvgiak20121103readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjVgIAK,2014-02-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjvgiak20140223acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjVmIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjvmiak19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjVoIAK,,2010-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjvoiak20100605faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjVpIAK,,2023-08-27,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjvpiak20230827faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjVqIAK,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjvqiak20130608faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjVuIAK,,2023-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjvuiak20230701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjVwIAK,,2007-11-03,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjvwiak20071103faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjVwIAK,2006-12-09,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjvwiak20061209readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjVwIAK,2006-12-09,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjvwiak20061209acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjVwIAK,2006-12-09,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjvwiak20061209candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKitRIAS,,1983-05-27,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkitrias19830527faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKitSIAS,,1991-09-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkitsias19910913faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKitVIAS,,2017-12-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkitvias20171201faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKitZIAS,1976-12-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkitzias19761208readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKitZIAS,1976-02-19,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkitzias19760219acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKitiIAC,,2020-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkitiiac20200801faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKitnIAC,,2003-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkitniac20030701faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKitoIAC,,2005-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkitoiac20051105faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKitoIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkitoiac20010908readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKitoIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkitoiac20010908acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKitoIAC,2004-12-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkitoiac20041218candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKituIAC,,2008-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkituiac20080701faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKitxIAC,2004-03-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkitxiac20040320readerinstallation
012Dx0000003p5DIAQ,003Dx00000nKiu3IAC,,1993-06-12,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiu3iac19930612faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiuFIAS,,2023-06-12,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiufias20230612faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiuJIAS,,2023-08-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiujias20230815faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKiuJIAS,1969-05-17,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiujias19690517readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiuJIAS,1969-05-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiujias19690518acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKiuQIAS,,2016-06-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiuqias20160601faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiugIAC,,2012-11-03,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiugiac20121103faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKiugIAC,2008-10-25,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiugiac20081025readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiugIAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiugiac20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKiugIAC,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkiugiac20101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiuhIAC,,2009-01-09,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiuhiac20090109faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiuiIAC,,2016-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiuiiac20160701faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiujIAC,,2001-07-20,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkiujiac20010720faculties
012Dx0000003p5DIAQ,003Dx00000nKiusIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkiusiac19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKiv2IAC,,2021-09-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiv2iac20210909faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKiv2IAC,2018-03-15,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiv2iac20180315readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiv2IAC,2019-03-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiv2iac20190308acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKiv2IAC,2020-10-21,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkiv2iac20201021candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKiv3IAC,2009-09-17,,001Dx00001HwFFwIAN,Ecclesial Affiliations,Incardinated,003dx00000nkiv3iac20090917incardinated
012Dx0000003p5AIAQ,003Dx00000nKiv4IAC,2012-03-14,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiv4iac20120314readerinstallation
012Dx0000003p5DIAQ,003Dx00000nKivQIAS,,2012-07-02,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkivqias20120702faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKivXIAS,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkivxias20130608faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiveIAC,,1970-10-18,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiveiac19701018faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKivrIAC,,2023-10-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkivriac20231009faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKivrIAC,1988-04-05,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkivriac19880405readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKivrIAC,1988-04-05,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkivriac19880405acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKivvIAC,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkivviac20111029faculties
012Dx0000003p5DIAQ,003Dx00000nKivvIAC,2021-06-03,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkivviac20210603faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKivvIAC,2008-10-25,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkivviac20081025readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKivvIAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkivviac20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKivvIAC,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkivviac20101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKivyIAC,,1999-06-12,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkivyiac19990612faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKiw0IAC,1975-05-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiw0iac19750501acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKiw1IAC,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkiw1iac20130608faculties
012Dx0000003p5DIAQ,003Dx00000nKiw1IAC,2023-11-20,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkiw1iac20231120faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKiw2IAC,2015-06-08,,001Dx00001HwDsgIAF,Faculties,Faculties (Restricted),003dx00000nkiw2iac20150608faculties(restricted)
012Dx0000003p5DIAQ,003Dx00000nKiw3IAC,,2021-06-26,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiw3iac20210626faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKiw3IAC,2017-01-15,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiw3iac20170115readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiw3IAC,2018-02-25,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiw3iac20180225acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKiw3IAC,2016-04-09,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkiw3iac20160409candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiw5IAC,,2023-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiw5iac20230603faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKiw5IAC,2019-03-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiw5iac20190308readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiw5IAC,2020-02-11,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiw5iac20200211acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKiw5IAC,2021-10-20,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkiw5iac20211020candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiwDIAS,,2018-03-19,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkiwdias20180319faculties
012Dx0000003p5AIAQ,003Dx00000nKiwDIAS,2012-03-10,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiwdias20120310acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKiwDIAS,2008-11-15,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkiwdias20081115candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiwEIAS,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiweias20130608faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiwMIAS,,2000-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiwmias20000701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiwXIAS,,2011-01-01,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkiwxias20110101faculties
012Dx0000003p5DIAQ,003Dx00000nKj6KIAS,,1963-05-25,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkj6kias19630525faculties
012Dx0000003p5DIAQ,003Dx00000nKj6LIAS,,2010-09-23,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj6lias20100923faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj6MIAS,,1973-06-23,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj6mias19730623faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj6RIAS,2002-10-26,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj6rias20021026readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj6RIAS,2002-10-26,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj6rias20021026acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj6TIAS,,2019-04-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj6tias20190401faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj6XIAS,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj6xias19000101faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKj6bIAC,2013-02-01,,001Dx00001HwFG5IAN,Ecclesial Affiliations,Incardinated,003dx00000nkj6biac20130201incardinated
012Dx0000003p5DIAQ,003Dx00000nKj6bIAC,,2016-01-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj6biac20160113faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj6cIAC,,2022-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj6ciac20220701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj6pIAC,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj6piac19971129faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj6pIAC,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj6piac19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj6pIAC,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj6piac19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj6pIAC,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj6piac19970712candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj6qIAC,,1940-08-30,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkj6qiac19400830faculties
012Dx0000003p5DIAQ,003Dx00000nKj6qIAC,2006-07-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj6qiac20060701faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj72IAC,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj72iac20090613faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj7BIAS,2018-07-01,,001Dx00001HwFG6IAN,Ecclesial Affiliations,Incardinated,003dx00000nkj7bias20180701incardinated
012Dx0000003p5DIAQ,003Dx00000nKj7CIAS,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj7cias20111029faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj7CIAS,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj7cias20091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7CIAS,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj7cias20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7CIAS,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj7cias20101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj7NIAS,,1996-07-12,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj7nias19960712faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj7QIAS,2014-02-23,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj7qias20140223readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7QIAS,2014-02-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj7qias20140223acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj7UIAS,,2018-01-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj7uias20180101faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj7aIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj7aiac19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj7bIAC,,2019-06-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj7biac20190615faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj7bIAC,2015-01-11,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj7biac20150111readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7bIAC,2016-03-13,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj7biac20160313acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7bIAC,2014-05-16,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj7biac20140516candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj7fIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj7fiac19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj7iIAC,,2019-05-25,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj7iiac20190525faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj7lIAC,2016-03-01,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj7liac20160301readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj7lIAC,2017-05-16,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj7liac20170516acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj7yIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj7yiac19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj8GIAS,,2019-06-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj8gias20190615faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj8GIAS,2015-02-09,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj8gias20150209readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj8GIAS,2016-03-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj8gias20160301acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj8GIAS,2017-10-26,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj8gias20171026candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj8MIAS,,1985-10-04,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj8mias19851004faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj8WIAS,1997-10-15,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj8wias19971015faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj8YIAS,,2021-05-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj8yias20210501faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj8eIAC,,2018-07-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj8eiac20180715faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj8fIAC,,1996-07-12,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj8fiac19960712faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj8gIAC,2007-11-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj8giac20071103readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj8gIAC,2008-10-25,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj8giac20081025acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj8mIAC,,2004-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj8miac20041101faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj8wIAC,,2023-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj8wiac20230603faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj8wIAC,2018-11-07,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj8wiac20181107readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj8wIAC,2019-11-06,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj8wiac20191106acolyteinstallation
